Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"653,820,845,114","493,361,360,772","1,002,171,137,268","904,295,470,229"
2. Các khoản giảm trừ doanh thu,02,,0,0,0,0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"653,820,845,114","493,361,360,772","1,002,171,137,268","904,295,470,229"
4. Giá vốn hàng bán,11,,"627,599,067,552","470,222,231,288","961,678,706,297","860,377,907,540"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"26,221,777,562","23,139,129,484","40,492,430,971","43,917,562,689"
6. Doanh thu hoạt động tài chính,21,,"1,803,779,859","1,595,384,476","3,690,735,713","2,819,658,541"
7. Chi phí tài chính,22,,"9,512,826,193","8,126,039,149","14,445,036,112","15,724,817,149"
- Trong đó: Chi phí lãi vay,23,,"9,331,928,881","8,126,039,149","14,264,138,800","15,724,817,149"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,"429,523,402","444,561,840","581,906,162","831,761,001"
10. Chi phí quản lý doanh nghiệp,26,,"4,459,302,110","4,168,429,487","8,859,016,336","8,370,228,722"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"13,623,905,716","11,995,483,484","20,297,208,074","21,810,414,358"
12. Thu nhập khác,31,,"94,801,943",0,"95,305,991","498,439"
13. Chi phí khác,32,,"136,200,125","86,494,121","136,200,125","86,494,121"
14. Lợi nhuận khác(40=31-32),40,,"-41,398,182","-86,494,121","-40,894,134","-85,995,682"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"13,582,507,534","11,908,989,363","20,256,313,940","21,724,418,676"
16. Chi phí thuế TNDN hiện hành,51,,"2,865,316,316","2,302,161,014","4,017,347,597","4,265,246,877"
17. Chi phí thuế TNDN hoãn lại,52,,0,0,0,0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"10,717,191,218","9,606,828,349","16,238,966,343","17,459,171,799"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,0,0
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,0,0
