Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"372,416,212,644","363,696,222,425","800,741,560,851","1,308,047,682,205"
2. Các khoản giảm trừ doanh thu,02,,0,0,0,0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"372,416,212,644","363,696,222,425","800,741,560,851","1,308,047,682,205"
4. Giá vốn hàng bán,11,,"351,949,724,543","333,769,141,115","762,629,643,268","1,251,473,570,909"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"20,466,488,101","29,927,081,310","38,111,917,583","56,574,111,296"
6. Doanh thu hoạt động tài chính,21,,"2,606,769,772","454,320,166","3,108,796,032","1,580,487,782"
7. Chi phí tài chính,22,,"11,480,470,680","7,841,683,619","18,460,526,628","15,190,734,390"
- Trong đó: Chi phí lãi vay,23,,"11,430,656,250","7,841,683,619","18,410,712,198","15,190,734,390"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,0,0
9. Chi phí bán hàng,25,,"247,408,076","234,787,520","428,147,407","516,052,177"
10. Chi phí quản lý doanh nghiệp,26,,"4,924,948,534","4,348,164,611","9,426,112,890","9,782,706,888"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"6,420,430,583","17,956,765,726","12,905,926,690","32,665,105,623"
12. Thu nhập khác,31,,0,"9,090,909",0,"9,090,909"
13. Chi phí khác,32,,"148,900","25,000,000","148,900","25,000,000"
14. Lợi nhuận khác(40=31-32),40,,"-148,900","-15,909,091","-148,900","-15,909,091"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"6,420,281,683","17,940,856,635","12,905,777,790","32,649,196,532"
16. Chi phí thuế TNDN hiện hành,51,,"1,284,056,337","3,557,265,627","2,520,247,758","6,498,933,606"
17. Chi phí thuế TNDN hoãn lại,52,,0,0,0,0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"5,136,225,346","14,383,591,008","10,385,530,032","26,150,262,926"
19. Lợi nhuận sau thuế công ty mẹ,61,,0,0,0,0
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,0,0
21. Lãi cơ bản trên cổ phiếu(*),70,,0,0,0,0
22. Lãi suy giảm trên cổ phiếu (*),71,,0,0,0,0
