Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"72,150,677,169","123,249,940,146",,
2. Các khoản giảm trừ doanh thu,02,,"1,368,962,000",0,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"70,781,715,169","123,249,940,146",,
4. Giá vốn hàng bán,11,,"68,550,644,093","105,155,662,293",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"2,231,071,076","18,094,277,853",,
6. Doanh thu hoạt động tài chính,21,,"3,168,807,557","2,142,352,142",,
7. Chi phí tài chính,22,,"47,456,525","73,633,313",,
- Trong đó: Chi phí lãi vay,23,,0,0,,
"8. Phần Lãi lỗ trong công ty liên doanh, liên kết",24,,0,0,,
9. Chi phí bán hàng,25,,"2,169,712,517","9,026,350,287",,
10. Chi phí quản lý doanh nghiệp,26,,"3,344,732,554","3,879,712,762",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"-162,022,963","7,256,933,633",,
12. Thu nhập khác,31,,"2,610,102,000","3,732,198,133",,
13. Chi phí khác,32,,"780,000",0,,
14. Lợi nhuận khác(40=31-32),40,,"2,609,322,000","3,732,198,133",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"2,447,299,037","10,989,131,766",,
16. Chi phí thuế TNDN hiện hành,51,,"372,322,907",0,,
17. Chi phí thuế TNDN hoãn lại,52,,"-22,216,171","76,623,231",,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"2,097,192,301","10,912,508,535",,
19. Lợi nhuận sau thuế của công ty mẹ,61,,0,0,,
20.Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,0,0,,
21. Lãi cơ bản trên cổ phiếu(*),70,,195,"1,044",,
22. Lãi suy giảm trên cổ phiếu (*),71,,195,"1,044",,
